video_id,effective_score,exciting_score,funny_score,language_score,sentiments,topics,topics_list_index,Topic,Description_x,Abbreviation_x,sentiments_list_index,Sentiment,Description_y,Abbreviation_y
e3hB3iOQKjY,2,0.6000000000000001,0.8,1,6,37,37,Political,Political candidates (support or opposition),political,6,Amused,"humored, laughing",amused
tz25tcFSusc,2,0.6000000000000001,0.2,1,12,6,6,Alcohol,Alcohol,alcohol,12,Creative,"inventive, productive",creative
TSRvY1kKebY,5,0.6000000000000001,0.6000000000000001,1,14,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,14,Eager,"hungry, thirsty, passionate",eager
O7aSsaTqBCc,3,0.6000000000000001,0.4,1,4,21,21,Games,Games and toys (including video and mobile games),game,4,Alert,"attentive, curious",alert
-oHJDSE-MEU,1,0.4,0.4,0,4,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,4,Alert,"attentive, curious",alert
JiOZ4Bz2d-Q,4,0.4,1.0,1,6,6,6,Alcohol,Alcohol,alcohol,6,Amused,"humored, laughing",amused
faTF8wpZ4gA,5,0.2,0.4,1,15,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
HdeX6CbeoKY,3,0.0,0.0,1,1,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
INzp3nnp5P8,3,0.8,0.8,1,4,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,4,Alert,"attentive, curious",alert
GmxUEy3pNCw,3,0.2,1.0,1,9,24,24,Home Appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",home_appliance,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
m9kAH2v9200,5,0.8,0.2,1,1,27,27,Sports,Sports equipment and activities,sports,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
2j4RF6cx0SY,1,0.2,0.2,1,3,37,37,Political,Political candidates (support or opposition),political,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
FxZ_Z-_j71I,3,0.4,0.4,1,12,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,12,Creative,"inventive, productive",creative
TMN_cfCSFWw,3,0.4,1.0,1,6,6,6,Alcohol,Alcohol,alcohol,6,Amused,"humored, laughing",amused
X4GZfvXx9Js,5,0.8,1.0,1,15,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
6Zd6Z2-fjik,5,1.0,0.75,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
ws3PcFqBLdQ,3,0.6000000000000001,0.2,1,9,21,21,Games,Games and toys (including video and mobile games),game,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
HJxkAcj9TKM,5,0.8,0.2,1,1,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
sM7MSXNmFpM,3,0.4,0.4,1,30,21,21,Games,Games and toys (including video and mobile games),game,30,Youthful,childlike,youthful
HdG8LCHCGso,3,0.4,0.4,1,5,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
1MF4sCvkAAA,5,0.0,0.0,1,3,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
ckwJXpe7fQs,4,1.0,0.2,0,5,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
yw0UF606mqg,5,1.0,0.2,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
oYAbmJaztU4,5,0.2,0.6000000000000001,1,6,24,24,Home Appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",home_appliance,6,Amused,"humored, laughing",amused
Uj6G1C6c0uw,1,0.4,0.4,1,6,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,6,Amused,"humored, laughing",amused
D0AoauuOY2w,5,0.4,1.0,1,6,6,6,Alcohol,Alcohol,alcohol,6,Amused,"humored, laughing",amused
XH3Xu1-cvII,3,0.6000000000000001,0.8,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
7TxknbusTa8,3,0.4,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
kNP2lahOhvo,3,0.8,1.0,1,1,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
ZDVkPARmDkY,2,0.4,0.2,1,4,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,4,Alert,"attentive, curious",alert
bB90Vkyqrts,3,0.8,0.4,1,18,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
HG8tqEUTlvs,5,0.4,0.4,1,18,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
sq9r50EYJh0,3,0.8,0.6000000000000001,1,30,21,21,Games,Games and toys (including video and mobile games),game,30,Youthful,childlike,youthful
Sd4C8_FMdjA,5,0.6000000000000001,0.4,1,1,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
bfBAf-Jg-aU,4,0.4,1.0,1,6,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,6,Amused,"humored, laughing",amused
g2X9Q-Xre_Q,5,0.4,0.0,1,4,33,33,Safety,"Safety, safe driving, fire safety",safety,4,Alert,"attentive, curious",alert
dGcIUitNlGQ,3,0.8,0.4,1,9,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
IqhfGwnGNDg,3,0.6000000000000001,0.2,1,1,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
CXO_zyozrHA,5,0.6000000000000001,0.8,1,9,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
oJbdSseA0C8,3,0.6000000000000001,0.2,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
e4TXO49n0P8,5,0.6000000000000001,0.2,1,5,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
B9oUpWCwiUc,3,0.2,0.2,1,4,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,4,Alert,"attentive, curious",alert
t06p60TPtjA,2,0.4,0.0,1,8,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
jJRQSsT34-8,3,0.4,0.0,1,5,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
bQRLVxZHKPs,5,0.4,0.8,1,9,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
tnJ8pPSEW6k,5,0.6000000000000001,0.8,1,4,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,4,Alert,"attentive, curious",alert
U3jgo5ea_zc,5,0.4,0.4,1,4,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,4,Alert,"attentive, curious",alert
Ao0jaXRAarQ,5,0.8,0.2,1,1,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
BqjKUubsohs,4,0.8,0.8,1,14,7,7,Coffee,"Coffee, tea",coffee,14,Eager,"hungry, thirsty, passionate",eager
7Ol2HYCnVbs,4,1.0,0.6000000000000001,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
796KD4SNzwE,5,0.2,0.4,1,5,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
4sw1N05KW2I,4,0.2,1.0,1,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
NeXMxuNNlE8,3,0.8,0.4,1,5,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
WAeepKLHuF8,3,0.4,1.0,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
i3Nkujj45pk,3,0.4,0.2,0,8,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
UucLMljiDHg,5,1.0,0.6000000000000001,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
3yieFIhdeJQ,5,0.2,0.6000000000000001,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
tcYc33ughfQ,5,0.4,0.4,1,21,27,27,Sports,Sports equipment and activities,sports,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
azJEx1URHsI,4,0.8,0.2,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
JkBNmBQb5qY,4,0.8,0.0,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
jRCTcUh-XOc,1,0.4,0.4,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
rw5arTc26-0,4,0.2,1.0,1,6,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,6,Amused,"humored, laughing",amused
f1ZK7T5dezI,5,0.8,1.0,1,4,21,21,Games,Games and toys (including video and mobile games),game,4,Alert,"attentive, curious",alert
oAYn2lwc3Yo,2,0.8,0.4,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
W6gfvDxLlOQ,3,0.6000000000000001,1.0,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
zKaIlT_lK1s,5,0.8,1.0,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
Sw3tEcz2PK0,1,0.6000000000000001,0.8,-1,6,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,6,Amused,"humored, laughing",amused
KKKOpKvk9Ok,5,0.6000000000000001,0.8,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
KSZ4tSoumNk,5,1.0,0.0,1,4,21,21,Games,Games and toys (including video and mobile games),game,4,Alert,"attentive, curious",alert
L8HLt6ogZsg,5,0.0,0.4,1,9,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
jlT4kr0TmHY,3,0.0,0.8,1,9,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
Z_hwMtG2xCs,5,0.6000000000000001,0.8,0,6,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,6,Amused,"humored, laughing",amused
jR7RYKPJBdo,1,0.4,0.8,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
um2ro-3T8A0,3,0.8,0.2,1,4,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,4,Alert,"attentive, curious",alert
owZLdJIfPw4,3,0.4,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
Cclzg9ZiUG4,5,0.6000000000000001,0.4,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
u91BucJ4MKE,5,0.2,0.4,1,15,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
ccWrbGEFgI8,5,0.8,0.4,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
G1cVbfyFdf0,5,0.2,0.0,1,5,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
rEtXkFmpsRk,3,0.6000000000000001,0.8,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
oddWuCHBmzA,4,0.6000000000000001,0.8,1,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
gbDtpeS0iaU,5,0.8,0.8,1,14,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,14,Eager,"hungry, thirsty, passionate",eager
jmNrvlQ73pU,5,0.4,0.6000000000000001,0,9,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
7oWOTN4YyYc,3,0.4,0.4,1,14,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,14,Eager,"hungry, thirsty, passionate",eager
jhFqSlvbKAM,3,1.0,1.0,1,1,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
qc5dR5_QKo4,3,0.8,1.0,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
CYxU4ao-9WQ,3,0.8,0.0,1,5,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
i88Nmkosodc,4,0.2,0.8,1,6,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,6,Amused,"humored, laughing",amused
2IRWtukPJag,4,0.6000000000000001,0.0,1,9,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
wNjQishYOy0,3,1.0,0.4,1,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
LJ2iH57Fs3M,5,0.8,0.2,-1,12,21,21,Games,Games and toys (including video and mobile games),game,12,Creative,"inventive, productive",creative
gHFqqIv8aqQ,3,0.6000000000000001,0.6000000000000001,1,5,27,27,Sports,Sports equipment and activities,sports,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
aAYw69hU2Yc,5,0.5,1.0,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
8g1K1iJb6MA,3,0.0,0.0,1,9,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
juDuVT2goxs,3,0.4,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
dX9GTUMh490,5,0.8,0.2,1,10,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,10,Confident,"assured, strong, healthy",confident
mP-Pb4L_hBc,3,0.4,0.2,1,8,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
9HppFNyqVOI,5,0.6000000000000001,0.4,1,21,33,33,Safety,"Safety, safe driving, fire safety",safety,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
aTi6i0FZCfI,3,0.4,0.6000000000000001,1,12,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,12,Creative,"inventive, productive",creative
dI-xHMM8wXE,5,0.6000000000000001,0.4,1,14,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,14,Eager,"hungry, thirsty, passionate",eager
RZSkUTWZyeA,3,0.6000000000000001,0.6000000000000001,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
0hySFt8O11A,5,0.2,0.2,1,4,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,4,Alert,"attentive, curious",alert
bRP1QMmfg-A,1,1.0,0.8,1,1,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
rClJW9gnchc,5,0.6000000000000001,0.2,1,3,33,33,Safety,"Safety, safe driving, fire safety",safety,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
HJJvbDeByGk,4,0.4,1.0,0,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
EKjWRiNXV00,5,1.0,0.4,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
czYixQFLbd4,3,0.2,0.0,1,4,7,7,Coffee,"Coffee, tea",coffee,4,Alert,"attentive, curious",alert
VK4xZiHDXPI,5,0.4,0.2,1,21,37,37,Political,Political candidates (support or opposition),political,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
Yowkv9zyaF4,5,0.4,0.6000000000000001,1,15,33,33,Safety,"Safety, safe driving, fire safety",safety,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
SxgcPuY58Js,5,0.4,0.8,1,4,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,4,Alert,"attentive, curious",alert
d8AEoNHSJZ0,3,0.8,0.0,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
T9BlI9nhqTE,5,0.4,0.4,0,9,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
O6NCUmac3aY,3,0.2,0.6000000000000001,1,9,21,21,Games,Games and toys (including video and mobile games),game,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
LI3KRcGEkZg,3,0.6000000000000001,0.8,1,6,27,27,Sports,Sports equipment and activities,sports,6,Amused,"humored, laughing",amused
UVQIIyfUC-M,4,0.2,0.0,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
aAVFCH9x7Og,3,0.8,0.4,1,1,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
q1L60jfPgBM,5,0.8,0.4,1,14,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,14,Eager,"hungry, thirsty, passionate",eager
